"SiteID","Date","Benzene","BenzCen"
420,"11/10/2010",0.5016000000000001,"FALSE"
420,"11/16/2010",0.5974,"FALSE"
420,"11/22/2010",0.5591,"FALSE"
420,"11/28/2010",0.3898,"FALSE"
420,"12/4/2010",0.7476,"FALSE"
420,"12/10/2010",0.5942,"FALSE"
420,"12/16/2010",0.8242,"FALSE"
420,"12/22/2010",0.6102,"FALSE"
420,"12/28/2010",0.5718,"FALSE"
420,"1/3/2011",0.837,"FALSE"
420,"1/9/2011",1.2363,"FALSE"
420,"1/15/2011",0.7763,"FALSE"
420,"1/21/2011",0.853,"FALSE"
420,"1/27/2011",0.8051,"FALSE"
420,"2/2/2011",0.8338,"FALSE"
420,"2/8/2011",0.6294,"FALSE"
420,"2/14/2011",0.508,"FALSE"
420,"2/20/2011",0.5846,"FALSE"
420,"2/26/2011",0.6102,"FALSE"
420,"3/10/2011",1.0031,"FALSE"
420,"3/16/2011",0.5367,"FALSE"
420,"3/22/2011",0.4824,"FALSE"
420,"3/28/2011",0.5718,"FALSE"
420,"4/3/2011",0.4984,"FALSE"
420,"4/9/2011",0.5718,"FALSE"
420,"4/15/2011",0.3482,"FALSE"
420,"4/21/2011",0.4057,"FALSE"
420,"4/27/2011",0.4696,"FALSE"
420,"5/3/2011",0.6996,"FALSE"
420,"5/9/2011",0.3993,"FALSE"
420,"5/15/2011",0.2875,"FALSE"
420,"5/21/2011",0.3099,"FALSE"
420,"5/27/2011",0.4025,"FALSE"
420,"6/2/2011",0.2492,"FALSE"
420,"6/8/2011",0.3386,"FALSE"
420,"6/14/2011",0.2684,"FALSE"
420,"6/20/2011",0.2556,"FALSE"
420,"6/26/2011",0.2907,"FALSE"
420,"7/26/2011",0.3035,"FALSE"
420,"8/1/2011",0.2652,"FALSE"
420,"8/7/2011",0.3993,"FALSE"
420,"8/19/2011",0.4728,"FALSE"
420,"8/25/2011",0.5207000000000001,"FALSE"
420,"8/31/2011",0.2588,"FALSE"
420,"9/6/2011",0.2268,"FALSE"
420,"9/18/2011",0.3099,"FALSE"
420,"9/24/2011",0.345,"FALSE"
420,"9/30/2011",0.4313,"FALSE"
420,"10/6/2011",0.3099,"FALSE"
420,"10/12/2011",0.3386,"FALSE"
420,"10/18/2011",0.4728,"FALSE"
420,"10/24/2011",0.4057,"FALSE"
420,"10/30/2011",0.4281,"FALSE"
420,"11/5/2011",0.361,"FALSE"
420,"11/11/2011",0.4984,"FALSE"
420,"11/17/2011",0.4505,"FALSE"
420,"11/23/2011",0.5527,"FALSE"
420,"11/29/2011",0.6964,"FALSE"
420,"12/5/2011",0.8306,"FALSE"
420,"12/11/2011",0.5048,"FALSE"
420,"12/17/2011",0.5175,"FALSE"
420,"12/29/2011",0.7092000000000001,"FALSE"
420,"1/4/2012",0.6421,"FALSE"
420,"1/10/2012",0.5335,"FALSE"
420,"1/16/2012",0.7667000000000001,"FALSE"
420,"1/22/2012",0.5495,"FALSE"
420,"1/28/2012",0.5016000000000001,"FALSE"
420,"2/3/2012",0.5399000000000001,"FALSE"
420,"2/9/2012",0.508,"FALSE"
420,"2/15/2012",0.8051,"FALSE"
420,"2/21/2012",0.4888,"FALSE"
420,"2/27/2012",0.5143,"FALSE"
420,"3/4/2012",0.7444,"FALSE"
420,"3/10/2012",0.4441,"FALSE"
420,"3/16/2012",0.4409,"FALSE"
420,"3/22/2012",0.2524,"FALSE"
420,"3/28/2012",0.4952,"FALSE"
420,"4/3/2012",0.3163,"FALSE"
420,"4/15/2012",0.2172,"FALSE"
420,"4/21/2012",0.361,"FALSE"
420,"4/27/2012",0.3067,"FALSE"
420,"5/3/2012",0.3035,"FALSE"
420,"5/9/2012",0.2939,"FALSE"
420,"5/15/2012",0.3642,"FALSE"
420,"5/21/2012",0.5335,"FALSE"
420,"5/27/2012",0.246,"FALSE"
420,"6/2/2012",0.3993,"FALSE"
420,"6/8/2012",0.5878,"FALSE"
420,"6/20/2012",0.623,"FALSE"
420,"6/26/2012",0.3898,"FALSE"
420,"7/8/2012",0.4824,"FALSE"
420,"7/14/2012",0.3163,"FALSE"
420,"7/20/2012",0.46,"FALSE"
420,"7/26/2012",0.4473,"FALSE"
420,"8/1/2012",0.6166,"FALSE"
420,"8/7/2012",0.4505,"FALSE"
420,"8/13/2012",0.4824,"FALSE"
420,"8/19/2012",0.345,"FALSE"
420,"8/25/2012",0.2875,"FALSE"
420,"8/31/2012",0.2684,"FALSE"
420,"9/6/2012",0.3354,"FALSE"
420,"9/12/2012",0.492,"FALSE"
420,"9/18/2012",0.6198,"FALSE"
420,"9/24/2012",0.4824,"FALSE"
420,"9/30/2012",0.4536,"FALSE"
420,"10/12/2012",0.6677,"FALSE"
420,"10/24/2012",0.6677,"FALSE"
420,"11/5/2012",0.4345,"FALSE"
420,"11/17/2012",0.5687,"FALSE"
420,"11/29/2012",0.5239,"FALSE"
420,"12/11/2012",0.6294,"FALSE"
420,"12/23/2012",0.5623,"FALSE"
423,"1/1/2008",0.4345,"FALSE"
423,"1/7/2008",0.9552000000000001,"FALSE"
423,"1/13/2008",0.6517,"FALSE"
423,"1/19/2008",0.3866,"FALSE"
423,"1/25/2008",0.4089,"FALSE"
423,"1/31/2008",0.623,"FALSE"
423,"2/6/2008",0.3961,"FALSE"
423,"2/12/2008",0.4409,"FALSE"
423,"2/18/2008",0.4089,"FALSE"
423,"2/24/2008",0.4409,"FALSE"
423,"3/1/2008",0.4345,"FALSE"
423,"3/7/2008",0.5782000000000001,"FALSE"
423,"3/13/2008",0.3291,"FALSE"
423,"3/19/2008",0.361,"FALSE"
423,"3/25/2008",0.2428,"TRUE"
423,"3/31/2008",0.2524,"TRUE"
423,"4/6/2008",0.2779,"FALSE"
423,"4/12/2008",0.214,"TRUE"
423,"4/18/2008",0.2556,"TRUE"
423,"4/24/2008",0.3674,"FALSE"
423,"4/30/2008",0.508,"FALSE"
423,"5/6/2008",0.2364,"TRUE"
423,"5/12/2008",0.1693,"TRUE"
423,"5/18/2008",0.1597,"TRUE"
423,"5/24/2008",0.2524,"TRUE"
423,"5/30/2008",0.262,"TRUE"
423,"6/5/2008",0.1693,"TRUE"
423,"6/17/2008",0.214,"TRUE"
423,"6/23/2008",0.2332,"TRUE"
423,"6/29/2008",0.0958,"TRUE"
423,"7/5/2008",0.1502,"TRUE"
423,"7/11/2008",0.2684,"TRUE"
423,"7/17/2008",0.2013,"TRUE"
423,"7/23/2008",0.1597,"TRUE"
423,"7/29/2008",0.1597,"TRUE"
423,"8/4/2008",0.6198,"FALSE"
423,"8/10/2008",0.3514,"FALSE"
423,"8/22/2008",0.3514,"FALSE"
423,"8/28/2008",0.3578,"FALSE"
423,"9/21/2008",0.4345,"FALSE"
423,"9/27/2008",0.3866,"FALSE"
423,"10/3/2008",0.3834,"FALSE"
423,"10/9/2008",0.3163,"FALSE"
423,"10/21/2008",0.5016000000000001,"FALSE"
423,"10/27/2008",0.3035,"FALSE"
423,"11/2/2008",0.4089,"FALSE"
423,"11/8/2008",0.3067,"FALSE"
423,"11/14/2008",0.361,"FALSE"
423,"11/20/2008",0.2396,"TRUE"
423,"11/26/2008",0.5782000000000001,"FALSE"
423,"12/2/2008",0.3003,"FALSE"
423,"12/8/2008",0.3642,"FALSE"
423,"12/14/2008",0.3131,"FALSE"
423,"12/20/2008",0.4632,"FALSE"
423,"1/1/2009",0.4185,"FALSE"
423,"1/7/2009",0.6102,"FALSE"
423,"1/13/2009",0.6389,"FALSE"
423,"1/19/2009",0.4824,"FALSE"
423,"1/25/2009",0.492,"FALSE"
423,"1/31/2009",0.3067,"FALSE"
423,"2/12/2009",0.3035,"FALSE"
423,"2/18/2009",0.5367,"FALSE"
423,"2/24/2009",0.5495,"FALSE"
423,"3/2/2009",0.5495,"FALSE"
423,"3/8/2009",0.5463,"FALSE"
423,"3/14/2009",0.4505,"FALSE"
423,"3/20/2009",0.4856,"FALSE"
423,"3/26/2009",0.3578,"FALSE"
423,"4/1/2009",0.3386,"FALSE"
423,"4/7/2009",0.3514,"FALSE"
423,"4/13/2009",0.3674,"FALSE"
423,"4/19/2009",0.3003,"FALSE"
423,"4/25/2009",0.3195,"FALSE"
423,"5/1/2009",0.2364,"FALSE"
423,"5/7/2009",0.2524,"FALSE"
423,"5/13/2009",0.214,"FALSE"
423,"5/19/2009",0.3386,"FALSE"
423,"5/25/2009",0.2971,"FALSE"
423,"5/31/2009",0.2364,"FALSE"
423,"6/6/2009",0.1661,"TRUE"
423,"6/12/2009",0.3099,"FALSE"
423,"6/18/2009",0.2907,"FALSE"
423,"6/24/2009",0.3578,"FALSE"
423,"6/30/2009",0.2428,"FALSE"
423,"7/6/2009",0.4664,"FALSE"
423,"7/12/2009",0.3195,"FALSE"
423,"7/18/2009",0.1757,"TRUE"
423,"7/24/2009",0.1757,"TRUE"
423,"7/30/2009",0.2556,"FALSE"
423,"8/5/2009",0.2939,"FALSE"
